Index,Cancer,Drug,Gene,Raw P value,Link
3243,Sarcoma (SARC),Gemcitabine,HNRNPUL2,0.006985702527,LINK
3244,Sarcoma (SARC),Gemcitabine,TTC9C,0.006985702527,LINK
3245,Sarcoma (SARC),Gemcitabine,POLR2G,0.006985702527,LINK
3246,Sarcoma (SARC),Gemcitabine,ZBTB3,0.006985702527,LINK
3247,Sarcoma (SARC),Gemcitabine,TAF6L,0.006985702527,LINK
3248,Sarcoma (SARC),Gemcitabine,TMEM223,0.006985702527,LINK
3249,Sarcoma (SARC),Gemcitabine,TMEM179B,0.006985702527,LINK
3250,Sarcoma (SARC),Gemcitabine,NXF1,0.006985702527,LINK
3251,Sarcoma (SARC),Gemcitabine,STX5,0.006985702527,LINK
3252,Sarcoma (SARC),Gemcitabine,RN7SL119P,0.006985702527,LINK
3253,Sarcoma (SARC),Gemcitabine,WDR74,0.006985702527,LINK
3254,Sarcoma (SARC),Gemcitabine,RN7SL259P,0.006985702527,LINK
3255,Sarcoma (SARC),Gemcitabine,SLC22A6,0.006985702527,LINK
3256,Sarcoma (SARC),Gemcitabine,SLC22A8,0.006985702527,LINK
3257,Sarcoma (SARC),Gemcitabine,SLC22A24,0.006985702527,LINK
3258,Sarcoma (SARC),Gemcitabine,SLC22A25,0.006985702527,LINK
3259,Sarcoma (SARC),Gemcitabine,HRASLS5,0.006985702527,LINK
3260,Sarcoma (SARC),Gemcitabine,LGALS12,0.006985702527,LINK
3261,Sarcoma (SARC),Gemcitabine,RARRES3,0.006985702527,LINK
3262,Sarcoma (SARC),Gemcitabine,HRASLS2,0.006985702527,LINK
3263,Sarcoma (SARC),Gemcitabine,PLA2G16,0.006985702527,LINK
3264,Sarcoma (SARC),Gemcitabine,ATL3,0.006985702527,LINK
3265,Sarcoma (SARC),Gemcitabine,RTN3,0.006985702527,LINK
3266,Sarcoma (SARC),Gemcitabine,C11orf95,0.006985702527,LINK
3267,Sarcoma (SARC),Gemcitabine,RN7SL596P,0.006985702527,LINK
3268,Sarcoma (SARC),Gemcitabine,C11orf84,0.006985702527,LINK
3269,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RGPD2,0.006985794836,LINK
3270,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,snoU13|ENSG00000238979.1,0.006985794836,LINK
3271,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,KRCC1,0.006985794836,LINK
3272,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,SMYD1,0.006985794836,LINK
3273,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,MIR4780,0.006985794836,LINK
3274,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,FABP1,0.006985794836,LINK
3275,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,THNSL2,0.006985794836,LINK
3276,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RNY4P15,0.006985794836,LINK
3277,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,snoU13|ENSG00000239049.1,0.006985794836,LINK
3278,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,FOXI3,0.006985794836,LINK
3279,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,TEX37,0.006985794836,LINK
3280,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,EIF2AK3,0.006985794836,LINK
3281,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RPIA,0.006985794836,LINK
3282,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,ANKRD36BP2,0.006985794836,LINK
3283,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,MIR4436A,0.006985794836,LINK
3284,Sarcoma (SARC),Gemcitabine,GRHPR,0.006999012579,LINK
3285,Sarcoma (SARC),Gemcitabine,ZBTB5,0.006999012579,LINK
3286,Sarcoma (SARC),Gemcitabine,RN7SL463P,0.006999012579,LINK
3287,Sarcoma (SARC),Gemcitabine,POLR1E,0.006999012579,LINK
3288,Sarcoma (SARC),Gemcitabine,FBXO10,0.006999012579,LINK
3289,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,MTRNR2L11,0.007029917146,LINK
3290,Lung squamous cell carcinoma (LUSC),Gemcitabine,SCN4B,0.007037406475,LINK
3291,Lung squamous cell carcinoma (LUSC),Gemcitabine,SCN2B,0.007037406475,LINK
3292,Lung squamous cell carcinoma (LUSC),Gemcitabine,AMICA1,0.007037406475,LINK
3293,Lung squamous cell carcinoma (LUSC),Gemcitabine,MPZL3,0.007037406475,LINK
3294,Lung squamous cell carcinoma (LUSC),Gemcitabine,MPZL2,0.007037406475,LINK
3295,Lung squamous cell carcinoma (LUSC),Gemcitabine,CD3E,0.007037406475,LINK
3296,Lung squamous cell carcinoma (LUSC),Gemcitabine,CD3D,0.007037406475,LINK
3297,Lung squamous cell carcinoma (LUSC),Gemcitabine,CD3G,0.007037406475,LINK
3298,Lung squamous cell carcinoma (LUSC),Gemcitabine,UBE4A,0.007037406475,LINK
3299,Lung squamous cell carcinoma (LUSC),Gemcitabine,ATP5L,0.007037406475,LINK
3300,Lung squamous cell carcinoma (LUSC),Gemcitabine,RN7SL86P,0.007037406475,LINK
3301,Lung squamous cell carcinoma (LUSC),Gemcitabine,KMT2A,0.007037406475,LINK
3302,Lung squamous cell carcinoma (LUSC),Gemcitabine,TMEM25,0.007037406475,LINK
3303,Lung squamous cell carcinoma (LUSC),Gemcitabine,TTC36,0.007037406475,LINK
3304,Lung squamous cell carcinoma (LUSC),Gemcitabine,IFT46,0.007037406475,LINK
3305,Lung squamous cell carcinoma (LUSC),Gemcitabine,ARCN1,0.007037406475,LINK
3306,Lung squamous cell carcinoma (LUSC),Gemcitabine,PHLDB1,0.007037406475,LINK
3307,Lung squamous cell carcinoma (LUSC),Gemcitabine,TREH,0.007037406475,LINK
3308,Lung squamous cell carcinoma (LUSC),Gemcitabine,DDX6,0.007037406475,LINK
3309,Lung squamous cell carcinoma (LUSC),Gemcitabine,CXCR5,0.007037406475,LINK
3310,Lung squamous cell carcinoma (LUSC),Gemcitabine,BCL9L,0.007037406475,LINK
3311,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIR4492,0.007037406475,LINK
3312,Lung squamous cell carcinoma (LUSC),Gemcitabine,UPK2,0.007037406475,LINK
3313,Lung squamous cell carcinoma (LUSC),Gemcitabine,RN7SL688P,0.007037406475,LINK
3314,Lung squamous cell carcinoma (LUSC),Gemcitabine,FOXR1,0.007037406475,LINK
3315,Lung squamous cell carcinoma (LUSC),Gemcitabine,RN7SL529P,0.007037406475,LINK
3316,Lung squamous cell carcinoma (LUSC),Gemcitabine,CCDC84,0.007037406475,LINK
3317,Lung squamous cell carcinoma (LUSC),Gemcitabine,RPS25,0.007037406475,LINK
3318,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIR3656,0.007037406475,LINK
3319,Lung squamous cell carcinoma (LUSC),Gemcitabine,TRAPPC4,0.007037406475,LINK
3320,Lung squamous cell carcinoma (LUSC),Gemcitabine,SLC37A4,0.007037406475,LINK
3321,Lung squamous cell carcinoma (LUSC),Gemcitabine,HYOU1,0.007037406475,LINK
3322,Lung squamous cell carcinoma (LUSC),Gemcitabine,VPS11,0.007037406475,LINK
3323,Lung squamous cell carcinoma (LUSC),Gemcitabine,HMBS,0.007037406475,LINK
3324,Lung squamous cell carcinoma (LUSC),Gemcitabine,DPAGT1,0.007037406475,LINK
3325,Lung squamous cell carcinoma (LUSC),Gemcitabine,H2AFX,0.007037406475,LINK
3326,Lung squamous cell carcinoma (LUSC),Gemcitabine,C2CD2L,0.007037406475,LINK
3327,Lung squamous cell carcinoma (LUSC),Gemcitabine,HINFP,0.007037406475,LINK
3328,Lung squamous cell carcinoma (LUSC),Gemcitabine,ABCG4,0.007037406475,LINK
3329,Lung squamous cell carcinoma (LUSC),Gemcitabine,NLRX1,0.007037406475,LINK
3330,Lung squamous cell carcinoma (LUSC),Gemcitabine,PDZD3,0.007037406475,LINK
3331,Lung squamous cell carcinoma (LUSC),Gemcitabine,CCDC153,0.007037406475,LINK
3332,Lung squamous cell carcinoma (LUSC),Gemcitabine,CBL,0.007037406475,LINK
3333,Lung squamous cell carcinoma (LUSC),Gemcitabine,MCAM,0.007037406475,LINK
3334,Lung squamous cell carcinoma (LUSC),Gemcitabine,ACA64|ENSG00000252119.1,0.007037406475,LINK
3335,Lung squamous cell carcinoma (LUSC),Gemcitabine,RNF26,0.007037406475,LINK
3336,Lung squamous cell carcinoma (LUSC),Gemcitabine,C1QTNF5,0.007037406475,LINK
3337,Lung squamous cell carcinoma (LUSC),Gemcitabine,MFRP,0.007037406475,LINK
3338,Lung squamous cell carcinoma (LUSC),Gemcitabine,USP2,0.007037406475,LINK
3339,Lung squamous cell carcinoma (LUSC),Gemcitabine,THY1,0.007037406475,LINK
3340,Lung squamous cell carcinoma (LUSC),Gemcitabine,PVRL1,0.007037406475,LINK
3341,Lung squamous cell carcinoma (LUSC),Gemcitabine,TRIM29,0.007037406475,LINK
3342,Lung squamous cell carcinoma (LUSC),Gemcitabine,OAF,0.007037406475,LINK
3343,Lung squamous cell carcinoma (LUSC),Gemcitabine,POU2F3,0.007037406475,LINK
3344,Lung squamous cell carcinoma (LUSC),Gemcitabine,TMEM136,0.007037406475,LINK
3345,Lung squamous cell carcinoma (LUSC),Gemcitabine,ARHGEF12,0.007037406475,LINK
3346,Lung squamous cell carcinoma (LUSC),Gemcitabine,GRIK4,0.007037406475,LINK
3347,Lung squamous cell carcinoma (LUSC),Gemcitabine,TBCEL,0.007037406475,LINK
3348,Lung squamous cell carcinoma (LUSC),Gemcitabine,TECTA,0.007037406475,LINK
3349,Lung squamous cell carcinoma (LUSC),Gemcitabine,SC5D,0.007037406475,LINK
3350,Lung squamous cell carcinoma (LUSC),Gemcitabine,SORL1,0.007037406475,LINK
3351,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIR125B1,0.007037406475,LINK
3352,Lung squamous cell carcinoma (LUSC),Gemcitabine,BLID,0.007037406475,LINK
3353,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIRLET7A2,0.007037406475,LINK
3354,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIR100,0.007037406475,LINK
3355,Lung squamous cell carcinoma (LUSC),Gemcitabine,RNU4ATAC10P,0.007037406475,LINK
3356,Lung squamous cell carcinoma (LUSC),Gemcitabine,RNU4ATAC5P,0.007037406475,LINK
3357,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,MIR4428,0.00703976878,LINK
3358,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,SNORA25|ENSG00000252290.1,0.00703976878,LINK
3359,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,TP53BP1,0.007084791848,LINK
3360,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,MAP1A,0.007084791848,LINK
3361,Sarcoma (SARC),Gemcitabine,SNORA70|ENSG00000252969.1,0.007099530019,LINK
3362,Sarcoma (SARC),Gemcitabine,VPS13D,0.007099530019,LINK
3363,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,RNA5SP400,0.00710300145,LINK
3364,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,GMDS,0.007137849739,LINK
3365,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,ZNF890P,0.007202972306,LINK
3366,Pancreatic adenocarcinoma (PAAD),Gemcitabine,IL18BP,0.007226179904,LINK
3367,Pancreatic adenocarcinoma (PAAD),Gemcitabine,NUMA1,0.007226179904,LINK
3368,Pancreatic adenocarcinoma (PAAD),Gemcitabine,MIR3165,0.007226179904,LINK
3369,Pancreatic adenocarcinoma (PAAD),Gemcitabine,LRTOMT,0.007226179904,LINK
3370,Pancreatic adenocarcinoma (PAAD),Gemcitabine,LAMTOR1,0.007226179904,LINK
3371,Pancreatic adenocarcinoma (PAAD),Gemcitabine,snoU13|ENSG00000238768.1,0.007226179904,LINK
3372,Pancreatic adenocarcinoma (PAAD),Gemcitabine,ANAPC15,0.007226179904,LINK
3373,Pancreatic adenocarcinoma (PAAD),Gemcitabine,FOLR3,0.007226179904,LINK
3374,Pancreatic adenocarcinoma (PAAD),Gemcitabine,FOLR1,0.007226179904,LINK
3375,Pancreatic adenocarcinoma (PAAD),Gemcitabine,FOLR2,0.007226179904,LINK
3376,Pancreatic adenocarcinoma (PAAD),Gemcitabine,INPPL1,0.007226179904,LINK
3377,Pancreatic adenocarcinoma (PAAD),Gemcitabine,PHOX2A,0.007226179904,LINK
3378,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RN7SL221P,0.007264470356,LINK
3379,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,NRN1,0.007264470356,LINK
3380,Sarcoma (SARC),Gemcitabine,CXorf57,0.007318998497,LINK
3381,Sarcoma (SARC),Gemcitabine,MIR548AN,0.007318998497,LINK
3382,Sarcoma (SARC),Gemcitabine,RNF128,0.007318998497,LINK
3383,Sarcoma (SARC),Gemcitabine,TBC1D8B,0.007318998497,LINK
3384,Sarcoma (SARC),Gemcitabine,MORC4,0.007318998497,LINK
3385,Sarcoma (SARC),Gemcitabine,CLDN2,0.007318998497,LINK
3386,Sarcoma (SARC),Gemcitabine,RIPPLY1,0.007318998497,LINK
3387,Sarcoma (SARC),Gemcitabine,NUP62CL,0.007318998497,LINK
3388,Sarcoma (SARC),Gemcitabine,PIH1D3,0.007318998497,LINK
3389,Sarcoma (SARC),Gemcitabine,RBM41,0.007318998497,LINK
3390,Sarcoma (SARC),Gemcitabine,FRMPD3,0.007318998497,LINK
3391,Sarcoma (SARC),Gemcitabine,PRPS1,0.007318998497,LINK
3392,Pancreatic adenocarcinoma (PAAD),Gemcitabine,AADAC,0.007322786139,LINK
3393,Pancreatic adenocarcinoma (PAAD),Gemcitabine,SUCNR1,0.007322786139,LINK
3394,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,FXYD6,0.007345148786,LINK
3395,Sarcoma (SARC),Gemcitabine,KLF4,0.007441848052,LINK
3396,Sarcoma (SARC),Gemcitabine,RN7SL659P,0.007441848052,LINK
3397,Sarcoma (SARC),Gemcitabine,RNA5SP293,0.007441848052,LINK
3398,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,ABI3BP,0.007521722209,LINK
3399,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,snoU13|ENSG00000238312.1,0.007521722209,LINK
3400,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,C6orf195,0.007525003528,LINK
3401,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,MYLK4,0.007525003528,LINK
3402,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,WRNIP1,0.007525003528,LINK
3403,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,SERPINB1,0.007525003528,LINK
3404,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,MIR4645,0.007525003528,LINK
3405,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,SERPINB9,0.007525003528,LINK
3406,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,SERPINB6,0.007525003528,LINK
3407,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,NQO2,0.007525003528,LINK
3408,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RIPK1,0.007525003528,LINK
3409,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RNA5SP201,0.007525003528,LINK
3410,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,BPHL,0.007525003528,LINK
3411,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,TUBB2A,0.007525003528,LINK
3412,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,TUBB2B,0.007525003528,LINK
3413,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,PSMG4,0.007525003528,LINK
3414,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,SLC22A23,0.007525003528,LINK
3415,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,PXDC1,0.007525003528,LINK
3416,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,TOMM20,0.007530206906,LINK
3417,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,RBM34,0.007530206906,LINK
3418,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,SNORA14B,0.007530206906,LINK
3419,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,MIR4753,0.007530206906,LINK
3420,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,GGPS1,0.007530206906,LINK
3421,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,TBCE,0.007530206906,LINK
3422,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,B3GALNT2,0.007530206906,LINK
3423,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,GNG4,0.007530206906,LINK
3424,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,LYST,0.007530206906,LINK
3425,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,MIR1537,0.007530206906,LINK
3426,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,NID1,0.007530206906,LINK
3427,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,GPR137B,0.007530206906,LINK
3428,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,ERO1LB,0.007530206906,LINK
3429,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,snoU13|ENSG00000252638.1,0.007530206906,LINK
3430,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,EDARADD,0.007530206906,LINK
3431,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,LGALS8,0.007530206906,LINK
3432,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,HEATR1,0.007530206906,LINK
3433,Sarcoma (SARC),Gemcitabine,FMR1,0.00754084254,LINK
3434,Sarcoma (SARC),Gemcitabine,FMR1NB,0.00754084254,LINK
3435,Sarcoma (SARC),Gemcitabine,AFF2,0.00754084254,LINK
3436,Sarcoma (SARC),Gemcitabine,RN7SKP267,0.00754084254,LINK
3437,Sarcoma (SARC),Gemcitabine,IDS,0.00754084254,LINK
3438,Sarcoma (SARC),Gemcitabine,LINC00893,0.00754084254,LINK
3439,Sarcoma (SARC),Gemcitabine,CXorf40A,0.00754084254,LINK
3440,Sarcoma (SARC),Gemcitabine,CXorf40B,0.00754084254,LINK
3441,Sarcoma (SARC),Gemcitabine,HSFX1,0.00754084254,LINK
3442,Sarcoma (SARC),Gemcitabine,HSFX2,0.00754084254,LINK
3443,Sarcoma (SARC),Gemcitabine,LINC00894,0.00754084254,LINK
3444,Sarcoma (SARC),Gemcitabine,MAGEA11,0.00754084254,LINK
3445,Sarcoma (SARC),Gemcitabine,MAGEA8,0.00754084254,LINK
3446,Sarcoma (SARC),Gemcitabine,MAGEA9B,0.00754084254,LINK
3447,Sarcoma (SARC),Gemcitabine,MAGEA9,0.00754084254,LINK
3448,Sarcoma (SARC),Gemcitabine,TMEM185A,0.00754084254,LINK
3449,Sarcoma (SARC),Gemcitabine,MIR2114,0.00754084254,LINK
3450,Sarcoma (SARC),Gemcitabine,MAMLD1,0.00754084254,LINK
3451,Sarcoma (SARC),Gemcitabine,MTM1,0.00754084254,LINK
3452,Sarcoma (SARC),Gemcitabine,MTMR1,0.00754084254,LINK
3453,Sarcoma (SARC),Gemcitabine,CD99L2,0.00754084254,LINK
3454,Sarcoma (SARC),Gemcitabine,U3|ENSG00000253009.1,0.00754084254,LINK
3455,Sarcoma (SARC),Gemcitabine,HMGB3,0.00754084254,LINK
3456,Sarcoma (SARC),Gemcitabine,MIR4330,0.00754084254,LINK
3457,Sarcoma (SARC),Gemcitabine,GPR50,0.00754084254,LINK
3458,Sarcoma (SARC),Gemcitabine,VMA21,0.00754084254,LINK
3459,Sarcoma (SARC),Gemcitabine,PASD1,0.00754084254,LINK
3460,Sarcoma (SARC),Gemcitabine,PRRG3,0.00754084254,LINK
3461,Sarcoma (SARC),Gemcitabine,FATE1,0.00754084254,LINK
3462,Sarcoma (SARC),Gemcitabine,CNGA2,0.00754084254,LINK
3463,Sarcoma (SARC),Gemcitabine,MAGEA4,0.00754084254,LINK
3464,Sarcoma (SARC),Gemcitabine,GABRE,0.00754084254,LINK
3465,Sarcoma (SARC),Gemcitabine,MIR224,0.00754084254,LINK
3466,Sarcoma (SARC),Gemcitabine,MIR452,0.00754084254,LINK
3467,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,MTR,0.00775925467,LINK
3468,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,MT1HL1,0.00775925467,LINK
3469,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,RN7SKP195,0.00775925467,LINK
3470,Pancreatic adenocarcinoma (PAAD),Gemcitabine,CLPB,0.007771524125,LINK
3471,Pancreatic adenocarcinoma (PAAD),Gemcitabine,PDE2A,0.007771524125,LINK
3472,Pancreatic adenocarcinoma (PAAD),Gemcitabine,MIR139,0.007771524125,LINK
3473,Pancreatic adenocarcinoma (PAAD),Gemcitabine,ARAP1,0.007771524125,LINK
3474,Pancreatic adenocarcinoma (PAAD),Gemcitabine,STARD10,0.007771524125,LINK
3475,Pancreatic adenocarcinoma (PAAD),Gemcitabine,MIR4692,0.007771524125,LINK
3476,Pancreatic adenocarcinoma (PAAD),Gemcitabine,ATG16L2,0.007771524125,LINK
3477,Pancreatic adenocarcinoma (PAAD),Gemcitabine,FCHSD2,0.007771524125,LINK
3478,Pancreatic adenocarcinoma (PAAD),Gemcitabine,ARHGEF17,0.007771524125,LINK
3479,Pancreatic adenocarcinoma (PAAD),Gemcitabine,RELT,0.007771524125,LINK
3480,Pancreatic adenocarcinoma (PAAD),Gemcitabine,FAM168A,0.007771524125,LINK
3481,Pancreatic adenocarcinoma (PAAD),Gemcitabine,PLEKHB1,0.007771524125,LINK
3482,Pancreatic adenocarcinoma (PAAD),Gemcitabine,RAB6A,0.007771524125,LINK
3483,Pancreatic adenocarcinoma (PAAD),Gemcitabine,MRPL48,0.007771524125,LINK
3484,Pancreatic adenocarcinoma (PAAD),Gemcitabine,RN7SKP243,0.007771524125,LINK
3485,Pancreatic adenocarcinoma (PAAD),Gemcitabine,COA4,0.007771524125,LINK
3486,Pancreatic adenocarcinoma (PAAD),Gemcitabine,PAAF1,0.007771524125,LINK
3487,Pancreatic adenocarcinoma (PAAD),Gemcitabine,DNAJB13,0.007771524125,LINK
3488,Pancreatic adenocarcinoma (PAAD),Gemcitabine,UCP2,0.007771524125,LINK
3489,Pancreatic adenocarcinoma (PAAD),Gemcitabine,UCP3,0.007771524125,LINK
3490,Pancreatic adenocarcinoma (PAAD),Gemcitabine,C2CD3,0.007771524125,LINK
3491,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,F13A1,0.007782411835,LINK
3492,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,MIR5683,0.007782411835,LINK
3493,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,LY86,0.007782411835,LINK
3494,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RN7SL554P,0.007782411835,LINK
3495,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,snoU13|ENSG00000251762.1,0.007782411835,LINK
3496,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RREB1,0.007782411835,LINK
3497,Sarcoma (SARC),Gemcitabine,HNRNPCL1,0.007828589673,LINK
3498,Sarcoma (SARC),Gemcitabine,PRAMEF10,0.007828589673,LINK
3499,Sarcoma (SARC),Gemcitabine,PRAMEF11,0.007828589673,LINK
3500,Sarcoma (SARC),Gemcitabine,PRAMEF12,0.007828589673,LINK
3501,Sarcoma (SARC),Gemcitabine,PRAMEF13,0.007828589673,LINK
3502,Sarcoma (SARC),Gemcitabine,PRAMEF14,0.007828589673,LINK
3503,Sarcoma (SARC),Gemcitabine,PRAMEF15,0.007828589673,LINK
3504,Sarcoma (SARC),Gemcitabine,PRAMEF16,0.007828589673,LINK
3505,Sarcoma (SARC),Gemcitabine,PRAMEF17,0.007828589673,LINK
3506,Sarcoma (SARC),Gemcitabine,PRAMEF18,0.007828589673,LINK
3507,Sarcoma (SARC),Gemcitabine,PRAMEF19,0.007828589673,LINK
3508,Sarcoma (SARC),Gemcitabine,PRAMEF1,0.007828589673,LINK
3509,Sarcoma (SARC),Gemcitabine,PRAMEF21,0.007828589673,LINK
3510,Sarcoma (SARC),Gemcitabine,PRAMEF22,0.007828589673,LINK
3511,Sarcoma (SARC),Gemcitabine,PRAMEF2,0.007828589673,LINK
3512,Sarcoma (SARC),Gemcitabine,PRAMEF3,0.007828589673,LINK
3513,Sarcoma (SARC),Gemcitabine,PRAMEF4,0.007828589673,LINK
3514,Sarcoma (SARC),Gemcitabine,PRAMEF5,0.007828589673,LINK
3515,Sarcoma (SARC),Gemcitabine,PRAMEF6,0.007828589673,LINK
3516,Sarcoma (SARC),Gemcitabine,PRAMEF7,0.007828589673,LINK
3517,Sarcoma (SARC),Gemcitabine,PRAMEF8,0.007828589673,LINK
3518,Sarcoma (SARC),Gemcitabine,PRAMEF9,0.007828589673,LINK
3519,Sarcoma (SARC),Gemcitabine,PRAMEF20,0.007828589673,LINK
3520,Sarcoma (SARC),Gemcitabine,LRRC38,0.007828589673,LINK
3521,Sarcoma (SARC),Gemcitabine,PDPN,0.007828589673,LINK
3522,Sarcoma (SARC),Gemcitabine,RNA5SP41,0.007828589673,LINK
3523,Sarcoma (SARC),Gemcitabine,SCARNA11|ENSG00000253085.1,0.007828589673,LINK
3524,Sarcoma (SARC),Gemcitabine,PRDM2,0.007828589673,LINK
3525,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,FAM50B,0.007873379409,LINK
3526,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,C6ORF50,0.007873379409,LINK
3527,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,PRPF4B,0.007873379409,LINK
3528,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,FAM217A,0.007873379409,LINK
3529,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,snoU13|ENSG00000252668.1,0.007873379409,LINK
3530,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,C6orf201,0.007873379409,LINK
3531,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,ECI2,0.007873379409,LINK
3532,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RNA5SP202,0.007873379409,LINK
3533,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,snoU13|ENSG00000238801.1,0.007873379409,LINK
3534,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,CDYL,0.007873379409,LINK
3535,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RPP40,0.007873379409,LINK
3536,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,RMRPP2,0.007873379409,LINK
3537,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,LYRM4,0.007873379409,LINK
3538,Bladder Urothelial Carcinoma (BLCA),Gemcitabine,MIR3691,0.007873379409,LINK
3539,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,COA6,0.007932066879,LINK
3540,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,ZSCAN29,0.007943209079,LINK
3541,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,TUBGCP4,0.007943209079,LINK
3542,Ovarian serous cystadenocarcinoma (OV),Gemcitabine,RN7SL487P,0.007943209079,LINK
3543,Sarcoma (SARC),Gemcitabine,MTOR,0.007964715449,LINK
3544,Sarcoma (SARC),Gemcitabine,snoU13|ENSG00000271794.1,0.007964715449,LINK
3545,Sarcoma (SARC),Gemcitabine,ANGPTL7,0.007964715449,LINK
3546,Sarcoma (SARC),Gemcitabine,UBIAD1,0.007964715449,LINK
3547,Sarcoma (SARC),Gemcitabine,PTCHD2,0.007964715449,LINK
3548,Sarcoma (SARC),Gemcitabine,NPPB,0.007964715449,LINK
3549,Sarcoma (SARC),Gemcitabine,KIAA2013,0.007964715449,LINK
